,주소,단지명_공시가,동수,세대수,동명_공시가,지상층수,사용승인일
117288,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,210,18,20140626
117289,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,207,7,20140626
117290,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,205,25,20140626
117291,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,204,25,20140626
117292,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,203,25,20140626
117293,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,209,12,20140626
117294,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,202,25,20140626
117295,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,211,18,20140626
117296,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,201,18,20140626
117297,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,206,7,20140626
117298,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,213,15,20140626
117350,서울특별시 중랑구 신내동 817,신내데시앙포레,23,1896,202,18,20131211
117351,서울특별시 중랑구 신내동 817,신내데시앙포레,23,1896,203,21,20131211
117352,서울특별시 중랑구 신내동 817,신내데시앙포레,23,1896,204,19,20131211
117353,서울특별시 중랑구 신내동 817,신내데시앙포레,23,1896,214,19,20131211
117354,서울특별시 중랑구 신내동 817,신내데시앙포레,23,1896,218,20,20131211
117375,서울특별시 중랑구 신내동 315-1,신내동의료안심주택,2,222,의료안심주택1동,7,20151029
117376,서울특별시 중랑구 신내동 315-1,신내동의료안심주택,2,222,의료안심주택2동,7,20151029
117395,서울특별시 강서구 화곡동 916-2,위하우스아파트,1,28,,12,20160705
117396,서울특별시 강서구 화곡동 917-4,세림아파트,1,27,,13,20160325
117397,서울특별시 강서구 화곡동 918-14,도양라비앙아파트,1,36,,10,20160708
117398,서울특별시 강서구 화곡동 924-14,프라임주택,1,12,,10,20160527
117399,서울특별시 강서구 화곡동 918-38,성재센트리움,1,36,,14,20160519
117435,서울특별시 강동구 암사동 459-1,다성이즈빌,1,33,,12,20160225
117437,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,101,22,20140814
117438,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,102,27,20140814
117439,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,103,27,20140814
117440,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,104,28,20140814
117441,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,105,25,20140814
117442,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,106,21,20140814
117443,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,201,17,20140814
117444,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,204,8,20140814
117449,서울특별시 양천구 신월동 501-13,(501-13),1,29,,7,20140513
117525,서울특별시 서대문구 홍제동 471,금호어울림,10,296,101,13,20160203
117526,서울특별시 서대문구 홍제동 471,금호어울림,10,296,102,13,20160203
117527,서울특별시 서대문구 홍제동 471,금호어울림,10,296,103,10,20160203
117528,서울특별시 서대문구 홍제동 471,금호어울림,10,296,104,13,20160203
117529,서울특별시 서대문구 홍제동 471,금호어울림,10,296,105,13,20160203
117530,서울특별시 서대문구 홍제동 471,금호어울림,10,296,106,13,20160203
117531,서울특별시 서대문구 홍제동 471,금호어울림,10,296,107,13,20160203
117532,서울특별시 서대문구 홍제동 471,금호어울림,10,296,108,1,20160203
117533,서울특별시 서대문구 홍제동 471,금호어울림,10,296,109,1,20160203
117534,서울특별시 서대문구 홍제동 471,금호어울림,10,296,110,1,20160203
117565,서울특별시 은평구 구산동 226,구산그린빌,2,203,101,12,20090211
117572,서울특별시 구로구 오류동 75-2,오류동역솔리스타,1,107,,13,20160425
117613,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,105,18,20121005
117614,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,113,35,20121005
117615,서울특별시 강서구 마곡동 743-4,마곡엠밸리7단지,13,1004,714,15,20140612
117616,서울특별시 강서구 마곡동 743-4,마곡엠밸리7단지,13,1004,702,15,20140612
117619,서울특별시 강서구 마곡동 743,마곡엠밸리6단지,19,1466,610,16,20140612
117620,서울특별시 강서구 마곡동 743,마곡엠밸리6단지,19,1466,611,16,20140612
117621,서울특별시 강서구 마곡동 743,마곡엠밸리6단지,19,1466,613,15,20140612
117630,서울특별시 서초구 서초동 1327-23,강남아르젠,1,27,,14,20141112
117643,서울특별시 영등포구 당산동3가 565,당산계룡리슈빌3단지,2,149,101,16,20141121
117644,서울특별시 영등포구 당산동3가 565,당산계룡리슈빌3단지,2,149,102,20,20141121
117674,서울특별시 동대문구 장안동 372-9,청솔아파트A동,1,20,A,10,20150813
117730,서울특별시 강서구 방화동 286-1,한미(286-1),5,220,5,5,19880907
117735,서울특별시 강서구 방화동 619-7,AirPalace(619-7),1,126,1,9,20130311
117736,서울특별시 강서구 방화동 847,유니트로,1,75,,13,20120828
117737,서울특별시 강서구 방화동 897,마곡일성트루엘,2,98,101,16,20130117
117738,서울특별시 강서구 방화동 897,마곡일성트루엘,2,98,102,14,20130117
117782,서울특별시 노원구 공릉동 670-20,노원프레미어스엠코,2,234,101,36,20160116
117783,서울특별시 노원구 공릉동 670-20,노원프레미어스엠코,2,234,102,33,20160116
117784,서울특별시 노원구 공릉동 684-16,도균빌딩,1,20,,8,20160401
117785,서울특별시 노원구 상계동 1322,중계센트럴파크,5,457,101,15,20160317
117786,서울특별시 노원구 상계동 1322,중계센트럴파크,5,457,102,15,20160317
117787,서울특별시 노원구 상계동 1322,중계센트럴파크,5,457,103,15,20160317
117788,서울특별시 노원구 상계동 1322,중계센트럴파크,5,457,104,15,20160317
117789,서울특별시 노원구 상계동 1322,중계센트럴파크,5,457,105,15,20160317
117816,서울특별시 마포구 합정동 473,마포한강2차푸르지오,2,198,0201,36,20160714
117817,서울특별시 마포구 합정동 473,마포한강2차푸르지오,2,198,0202,36,20160714
117818,서울특별시 양천구 신정동 1324,신정숲속마을,7,560,101동,16,20160810
117819,서울특별시 양천구 신정동 1324,신정숲속마을,7,560,102동,18,20160810
117848,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,208,18,20140626
117849,서울특별시 성동구 상왕십리동 811,텐즈힐(2구역),13,937,212,15,20140626
117882,서울특별시 양천구 신월동 506-1,우당,1,112,,17,19970927
117883,서울특별시 양천구 신월동 1022,벽산블루밍1단지,2,207,101,14,20031216
117884,서울특별시 양천구 신월동 1023,벽산블루밍2단지,5,237,205,20,20031216
117885,서울특별시 양천구 신월동 1052,동도센트리움,2,99,102,12,20070330
117975,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,701,13,20191230
117977,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,702,14,20191230
117978,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,703,13,20191230
117979,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,704,14,20191230
117980,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,705,19,20191230
117982,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,706,20,20191230
117984,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,707,25,20191230
117986,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,708,28,20191230
117987,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,709,29,20191230
117988,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,710,19,20191230
117989,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,711,27,20191230
117991,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,712,29,20191230
117992,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,713,29,20191230
117993,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,714,29,20191230
117994,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,715,29,20191230
117995,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,716,16,20191230
117996,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,717,17,20191230
117997,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,718,17,20191230
117999,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,719,17,20191230
118000,서울특별시 강동구 상일동 514,고덕롯데캐슬베네루체,20,1859,720,21,20191230
118002,서울특별시 강동구 상일동 513,고덕센트럴IPARK,19,1745,501,22,20191230
118005,서울특별시 강동구 상일동 513,고덕센트럴IPARK,19,1745,502,22,20191230
118006,서울특별시 강동구 상일동 513,고덕센트럴IPARK,19,1745,503,20,20191230
118007,서울특별시 강동구 상일동 513,고덕센트럴IPARK,19,1745,504,15,20191230
118008,서울특별시 강동구 상일동 513,고덕센트럴IPARK,19,1745,505,16,20191230
118013,서울특별시 영등포구 여의도동 30-2,삼부,10,866,2,15,19751222
118052,서울특별시 강서구 마곡동 743-4,마곡엠밸리7단지,13,1004,701,15,20140612
118056,서울특별시 서초구 내곡동 411,서초더샵포레(포레스타1단지),26,1264,122,2,20140811
118057,서울특별시 서초구 내곡동 411,서초더샵포레(포레스타1단지),26,1264,102,18,20140811
118076,서울특별시 은평구 대조동 6-26,정익제이원,1,27,,14,20140813
118077,서울특별시 영등포구 당산동3가 566,당산계룡리슈빌2단지,2,146,102,19,20140915
118087,서울특별시 은평구 신사동 241,양지파크,1,14,,8,20141006
118108,서울특별시 서대문구 대현동 104-36,신촌자이엘라,1,92,,23,20141119
118114,서울특별시 강서구 마곡동 750,마곡엠벨리(14단지),13,1270,1407,16,20140529
118115,서울특별시 강서구 마곡동 750,마곡엠벨리(14단지),13,1270,1408,16,20140529
118116,서울특별시 강서구 마곡동 750,마곡엠벨리(14단지),13,1270,1409,16,20140529
118189,서울특별시 중랑구 신내동 817,신내데시앙포레,23,1896,207,17,20131211
118225,서울특별시 중구 신당동 160-5,신당아르브,1,60,신당아르브,7,20140919
118261,서울특별시 동대문구 장안동 382-2,제이드파크(382-2),1,40,,11,20140509
118262,서울특별시 동대문구 장안동 367-4,태솔타운2차,1,28,1,10,20140514
118266,서울특별시 강서구 마곡동 750,마곡엠벨리(14단지),13,1270,1413,16,20140529
118274,서울특별시 영등포구 영등포동1가 113-1,여의도시티아이,1,88,,18,20131210
118275,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,416,10,20140314
118276,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,423,8,20140314
118277,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,420,10,20140314
118278,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,402,10,20140314
118279,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,425,9,20140314
118284,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,403,10,20140314
118285,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,413,10,20140314
118286,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,421,10,20140314
118287,서울특별시 강남구 자곡동 686,강남한양수자인(4단지),26,1304,404,10,20140314
118292,서울특별시 은평구 대조동 4-6,정익제이원,1,28,,15,20140325
118300,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,405,13,20121005
118301,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,103,10,20121005
118302,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,112,26,20121005
118303,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,208,26,20121005
118304,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,301,35,20121005
118305,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,302,30,20121005
118306,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,501,10,20121005
118307,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,203,10,20121005
118308,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,212,17,20121005
118313,서울특별시 강남구 자곡동 687,래미안포레(3단지),15,1070,314,11,20140313
118314,서울특별시 강남구 자곡동 687,래미안포레(3단지),15,1070,301,11,20140313
118325,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,108,22,20121005
118326,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,207,23,20121005
118327,서울특별시 서대문구 북가좌동 481,DMC래미안e편한세상,51,3293,216,16,20121005
118335,서울특별시 강북구 번동 446-57,파크에비뉴,1,26,,10,20140512
118343,서울특별시 양천구 신월동 480-4,예지보금자리74차,1,17,,7,20140326
118345,서울특별시 서초구 신원동 579,서초포레스타5단지,11,547,510,17,20140508
118346,서울특별시 서초구 신원동 579,서초포레스타5단지,11,547,502,15,20140508
118347,서울특별시 서초구 신원동 579,서초포레스타5단지,11,547,503,12,20140508
118348,서울특별시 서초구 신원동 579,서초포레스타5단지,11,547,504,14,20140508
118356,서울특별시 관악구 신림동 621-5,C&A빌딩,1,72,,10,20140211
118493,서울특별시 노원구 공릉동 683-30,(683-30),1,28,,10,20190903
118506,서울특별시 구로구 구로동 1263,신도림롯데아파트,11,718,105,18,19991127
118514,서울특별시 강서구 염창동 297,월드메르디앙,5,168,103,18,20040701
118515,서울특별시 강서구 염창동 307,이너스내안에,1,54,301,15,20110720
118517,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,208,14,20141017
118518,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,203,18,20141017
118519,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,207,16,20141017
118520,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,201,16,20141017
118521,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,202,15,20141017
118522,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,204,21,20141017
118523,서울특별시 마포구 상수동 398,래미안밤섬리베뉴Ⅱ,8,530,205,12,20141017
118524,서울특별시 마포구 상수동 402,래미안밤섬리베뉴Ⅰ,6,429,102,22,20141017
118525,서울특별시 마포구 상수동 402,래미안밤섬리베뉴Ⅰ,6,429,101,25,20141017
118526,서울특별시 마포구 상수동 402,래미안밤섬리베뉴Ⅰ,6,429,103,21,20141017
118527,서울특별시 마포구 상수동 402,래미안밤섬리베뉴Ⅰ,6,429,104,20,20141017
118528,서울특별시 마포구 상수동 402,래미안밤섬리베뉴Ⅰ,6,429,106,6,20141017
118721,서울특별시 마포구 상암동 1637,상암월드컵파크2단지,7,657,201,20,20031112
118740,서울특별시 중구 신당동 855,신당파인힐하나유보라,6,718,101동,20,20190607
118741,서울특별시 중구 신당동 855,신당파인힐하나유보라,6,718,102동,20,20190607
118742,서울특별시 중구 신당동 855,신당파인힐하나유보라,6,718,103동,20,20190607
118743,서울특별시 중구 신당동 855,신당파인힐하나유보라,6,718,104동,20,20190607
118744,서울특별시 중구 신당동 855,신당파인힐하나유보라,6,718,105동,18,20190607
118745,서울특별시 중구 신당동 855,신당파인힐하나유보라,6,718,106동,18,20190607
118813,서울특별시 양천구 신월동 207-43,온누리베일리,1,24,,13,20161028
118836,서울특별시 동대문구 답십리동 494-1,한일노벨리아,1,78,1,17,20161219
118847,서울특별시 송파구 문정동 146,세양청마루,2,157,101,14,20040501
118879,서울특별시 중랑구 면목동 173-21,진성그린건설테라스아파트,1,24,1동,6,20151204
118884,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,205,28,20140814
118885,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,206,28,20140814
118886,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,207,22,20140814
118887,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,208,16,20140814
118888,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,209,23,20140814
118889,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,211,29,20140814
118890,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,212,29,20140814
118891,서울특별시 금천구 시흥동 1026,남서울힐스테이트,19,1764,213,28,20140814
118897,서울특별시 동대문구 회기동 57-30,(57-30),2,29,주건축물제2,5,20131205
118908,서울특별시 영등포구 당산동3가 564,당산계룡리슈빌1단지,2,146,101,16,20140915
118909,서울특별시 영등포구 당산동3가 564,당산계룡리슈빌1단지,2,146,102,19,20140915
118910,서울특별시 영등포구 당산동3가 566,당산계룡리슈빌2단지,2,146,101,16,20140915
118916,서울특별시 서대문구 연희동 746,연희웨스트팰리스,1,89,,15,20140312
119032,서울특별시 송파구 마천동 21,송파건원여미지아파트,1,107,송파건원여미지아파트,20,20181008
119261,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,101,29,20210917
119262,서울특별시 강남구 삼성동 90,브르넨삼성,1,22,1,19,20211019
119263,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,102,30,20210917
119264,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,103,35,20210917
119265,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,104,35,20210917
119266,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,105,29,20210917
119267,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,106,31,20210917
119268,서울특별시 강남구 삼성동 189,래미안라클래시,7,679,107,28,20210917
119275,서울특별시 강서구 화곡동 926-3,메종드로제,1,45,,13,20190726
119300,서울특별시 양천구 신월동 138-2,라온미브아파트,1,21,,8,20170428
119317,서울특별시 강서구 화곡동 899-13,드림시드아파트1차,1,25,,13,20171204
119365,서울특별시 서초구 방배동 917-4,서초훼미리하우스,1,29,,12,20171206
119402,서울특별시 강남구 역삼동 723-16,프리빌리지,1,27,,8,20171101
119448,서울특별시 서초구 방배동 770-1,삼호1동~3동,3,419,1,12,19751128
119454,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,101,2,20161229
119455,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,102,15,20161229
119456,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,103,3,20161229
119457,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,104,15,20161229
119458,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,105,3,20161229
119459,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,106,16,20161229
119460,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,107,3,20161229
119461,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,108,17,20161229
119462,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,109,3,20161229
119463,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,110,18,20161229
119464,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,111,29,20161229
119465,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,112,35,20161229
119466,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,113,35,20161229
119467,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,114,34,20161229
119468,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,115,34,20161229
119469,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,116,22,20161229
119470,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,117,23,20161229
119471,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,118,29,20161229
119472,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,119,29,20161229
119473,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,120,25,20161229
119474,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,121,25,20161229
119475,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,122,25,20161229
119476,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,123,15,20161229
119477,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,124,14,20161229
119478,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,125,14,20161229
119479,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,126,20,20161229
119480,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,201,18,20161229
119481,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,202,18,20161229
119482,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,203,17,20161229
119483,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,204,17,20161229
119484,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,205,17,20161229
119485,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,206,29,20161229
119486,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,207,33,20161229
119487,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,208,35,20161229
119488,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,209,34,20161229
119489,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,210,30,20161229
119490,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,211,18,20161229
119491,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,212,18,20161229
119492,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,213,18,20161229
119493,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,214,17,20161229
119494,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,215,17,20161229
119495,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,216,16,20161229
119496,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,217,15,20161229
119497,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,301,11,20161229
119498,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,302,11,20161229
119499,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,303,19,20161229
119500,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,304,18,20161229
119501,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,305,31,20161229
119502,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,306,35,20161229
119503,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,307,30,20161229
119504,서울특별시 강동구 고덕동 688,래미안힐스테이트고덕,51,3658,308,17,20161229
119591,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,302,20,20170224
119592,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,303,20,20170224
119593,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,304,16,20170224
119594,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,305,16,20170224
119595,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,306,8,20170224
119596,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,307,8,20170224
119597,서울특별시 종로구 평동 233,경희궁자이(3단지),8,589,308,8,20170224
119598,서울특별시 영등포구 영등포동7가 94-99,여의휴젠느,1,53,,17,20181213
119626,서울특별시 성동구 용답동 233-1,힐데스하임,1,170,힐데스하임,19,20200302
119627,서울특별시 양천구 신월동 512-8,스카이캐슬아파트(512-8),1,24,,13,20200313
119628,서울특별시 광진구 구의동 587-64,옥산그린타워,1,74,,11,20200406
119629,서울특별시 관악구 봉천동 1599-3,수아주서울대,1,54,,15,20200224
119630,서울특별시 성북구 장위동 50-46,H하우스장위,1,145,H하우스 장위,15,20200309
119631,서울특별시 중랑구 묵동 169-12,로프트원태릉입구역,1,249,,15,20200108
119632,서울특별시 강서구 공항동 1378,발쿠치네하우스,1,45,101동,8,20200113
119633,서울특별시 강서구 화곡동 924-24,리치아파트102동(924-24),1,48,리치아파트 102동,12,20200228
119634,서울특별시 도봉구 창동 552-12,엘리시아,1,27,,10,20200422
119635,서울특별시 도봉구 창동 743-28,창동역블루핀1동,1,26,,11,20200427
119636,서울특별시 도봉구 창동 743-23,창동역블루핀2동,1,28,0002,12,20200424
119637,서울특별시 송파구 방이동 47-2,에비뉴잠실,1,28,에비뉴잠실,16,20200122
119638,서울특별시 종로구 구기동 125-1,(125-1),1,25,,6,20200428
119639,서울특별시 중랑구 망우동 133-14,다우하임아파트,1,24,,13,20200403
119640,서울특별시 중랑구 상봉동 87-43,청운명가프라임,1,53,,12,20200326
119641,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,101,17,20200528
119642,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,102,17,20200528
119643,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,103,15,20200528
119644,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,104,19,20200528
119645,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,105,16,20200528
119646,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,106,21,20200528
119647,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,107,21,20200528
119648,서울특별시 양천구 신월동 1075,목동센트럴아이파크위브1단지,8,592,108,22,20200528
119649,서울특별시 강남구 역삼동 838-10,강남웅진베어스빌,1,25,강남웅진베어스빌,16,20191119
119672,서울특별시 서초구 서초동 1619-2,더클래스,1,20,,6,20200710
119683,서울특별시 동대문구 장안동 432-11,프라하임장안1,1,45,주건축물제1동,11,20200708
119685,서울특별시 용산구 한남동 410,파르크한남,1,17,,6,20200625
119884,서울특별시 영등포구 문래동5가 67,문래모아미래도,4,222,101동,18,20171122
119885,서울특별시 영등포구 문래동5가 67,문래모아미래도,4,222,102동,18,20171122
119886,서울특별시 영등포구 문래동5가 67,문래모아미래도,4,222,103동,17,20171122
119887,서울특별시 영등포구 문래동5가 67,문래모아미래도,4,222,104동,16,20171122
119888,서울특별시 영등포구 신길동 2363,메트하임,1,55,1,12,20171129
119889,서울특별시 영등포구 대림동 1126,HHouse대림뉴스테이,1,293,101동,20,20170627
119896,서울특별시 중구 황학동 19,그랜드힐오피스텔,1,15,주건축물제1동,12,20170605
119972,서울특별시 광진구 구의동 670,광진파크프라이빗,2,58,101동,7,20200901
119973,서울특별시 광진구 구의동 670,광진파크프라이빗,2,58,102동,7,20200901
119983,서울특별시 성동구 행당동 387,지웰홈스왕십리,1,299,지웰홈스 왕십리,19,20200831
119984,서울특별시 영등포구 영등포동1가 94-2,여의도더리브스타일,1,185,102동,23,20200723
119986,서울특별시 서초구 서초동 1582-3,서초센트럴IPARK,2,318,101동,33,20200907
119987,서울특별시 서초구 서초동 1582-3,서초센트럴IPARK,2,318,102동,33,20200907
119994,서울특별시 성북구 하월곡동 90-700,베로니스,1,91,,14,20201008
119996,서울특별시 은평구 대조동 197-16,경인에버빌,1,21,,13,20201016
120000,서울특별시 중랑구 망우동 207-6,세움삼익플라주,1,29,,13,20201021
120010,서울특별시 성북구 돈암동 603,돈암동더샵아파트,8,339,101,20,20060331
120011,서울특별시 강동구 길동 394-17,율전에버그린아파트,1,28,,8,20160215
120013,서울특별시 서대문구 연희동 708-4,홍연,11,176,1동,5,19811217
120014,서울특별시 서대문구 연희동 708-4,홍연,11,176,10동,3,19811217
120015,서울특별시 서대문구 연희동 708-4,홍연,11,176,11동,5,19811217
120016,서울특별시 서대문구 연희동 708-4,홍연,11,176,12동,5,19811217
120017,서울특별시 서대문구 연희동 708-4,홍연,11,176,17동,5,19811217
